smiles,scaffold,logP,tPSA,QED
CC(C)(C)c1noc(CSc2nnc(N)n2CC2CCCO2)n1,c1noc(CSc2nncn2CC2CCCO2)n1,2.0121,104.88,0.825481222
COc1ccc(NC(=O)CSc2ncc(C#N)cc2C#N)cc1,O=C(CSc1ccccn1)Nc1ccccc1,2.56436,98.8,0.848650221
CC(C)c1coc(C(C)CNC(=O)c2ccc(C(N)=O)cc2)n1,O=C(NCCc1ncco1)c1ccccc1,2.4304,98.22,0.854948835
N#Cc1cccc(NC(=O)NCc2nc(-c3cccs3)no2)c1,O=C(NCc1nc(-c2cccs2)no1)Nc1ccccc1,2.99148,103.84,0.76711566
COc1ccc(N)cc1NC(=O)Nc1ccccc1C#N,O=C(Nc1ccccc1)Nc1ccccc1,2.79308,100.17,0.753379117
CCCCN(CC)C(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,c1ccccc1,2.6413,92.5,0.837676389
Cc1noc(C)c1NC(=O)CSc1ncccc1CC#N,O=C(CSc1ccccn1)Nc1cnoc1,2.48332,91.81,0.853034929
CCc1ccc(NC(=O)c2ccc(S(=O)(=O)NCC#N)cc2)cc1,O=C(Nc1ccccc1)c1ccccc1,2.30318,99.06,0.786203097
O=C(Nc1nnc(C2CCCO2)s1)c1cc(=O)[nH]c2ccccc12,O=C(Nc1nnc(C2CCCO2)s1)c1cc(=O)[nH]c2ccccc12,2.4834,96.97,0.76202921
Cc1ccc(-c2nnc(NC(=O)c3cc(C)on3)o2)cc1,O=C(Nc1nnc(-c2ccccc2)o1)c1ccon1,2.59374,94.05,0.794006897
CCOc1ccc(C(=O)NC(C(N)=O)c2ccc(Cl)cc2)cc1O,O=C(NCc1ccccc1)c1ccccc1,2.4007,101.65,0.745548161
Cc1noc(C2CCCN2C(=O)NC(c2cccnc2)c2ccco2)n1,O=C(NC(c1cccnc1)c1ccco1)N1CCCC1c1ncno1,3.00212,97.29,0.774226596
Cc1ccc(NC(=O)c2cc(-c3ccccn3)on2)c(O)c1,O=C(Nc1ccccc1)c1cc(-c2ccccn2)on1,3.00292,88.25,0.725068421
CCn1nc(C)cc1NC(=O)CSc1nc2c(cc1C#N)CCC2,O=C(CSc1ccc2c(n1)CCC2)Nc1ccn[nH]1,2.6976,83.6,0.845455494
CCOc1cc(CSc2ncnc(N)c2C#N)ccc1OC,c1ccc(CSc2ccncn2)cc1,2.63008,94.05,0.646312427
Cc1noc(NC(=O)c2ccc(N)c(Cl)c2Cl)n1,O=C(Nc1ncno1)c1ccccc1,2.51932,94.04,0.827508642
Cc1cc(C(=O)Nc2ccc(NC(=O)N3CCCC3CO)cc2)no1,O=C(Nc1ccc(NC(=O)N2CCCC2)cc1)c1ccon1,2.22392,107.7,0.788111685
Cc1nonc1NC(=O)CCC(=O)Nc1ccccc1Br,O=C(CCC(=O)Nc1cnon1)Nc1ccccc1,2.49792,97.12,0.860871868
Cc1cc(C(=O)Nc2ccc(NC(=O)c3ccco3)cc2)ncn1,O=C(Nc1ccc(NC(=O)c2ccco2)cc1)c1ccncn1,2.88262,97.12,0.769525322
COc1ccc(CNC(=O)c2ccc(CNC(=O)OC(C)(C)C)o2)cn1,O=C(NCc1cccnc1)c1ccco1,2.6379,102.69,0.81985036
CCC(CC)NC(=O)Nc1nnc(-c2ccco2)o1,c1coc(-c2nnco2)c1,2.6397,93.19,0.86540672
Cc1ccc(C(=O)OCc2nc(C(C)C)no2)cc1S(C)(=O)=O,O=C(OCc1ncno1)c1ccccc1,2.26192,99.36,0.770882847
COc1ccc(NC(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1Cl,O=C(NCc1ccccc1)Nc1ccccc1,2.3177,110.52,0.750499905
COc1ccc(C#N)cc1C(=O)Nc1ccc(N)cc1O,O=C(Nc1ccccc1)c1ccccc1,2.10698,108.37,0.590181638
N#Cc1cccc(CNC(=O)Nc2nnc(C3CCCO3)s2)c1,O=C(NCc1ccccc1)Nc1nnc(C2CCCO2)s1,2.58298,99.93,0.897761319
COc1ccc(-c2noc(C)n2)cc1NC(=O)c1ccno1,O=C(Nc1cccc(-c2ncon2)c1)c1ccno1,2.29392,103.28,0.78788868
CCOc1ccccc1CNC(=O)Nc1ccc(Cl)cc1C(N)=O,O=C(NCc1ccccc1)Nc1ccccc1,3.1593,93.45,0.748816992
Nc1ccccc1NC(=O)Nc1ncccc1Br,O=C(Nc1ccccc1)Nc1ccccn1,3.0703,80.04,0.745927412
Nc1nonc1C(=O)Nc1ccccc1OC1CCCC1,O=C(Nc1ccccc1OC1CCCC1)c1cnon1,2.2255,103.27,0.893707319
Cc1nc(CNC(=O)Nc2ccc(C#N)cc2Cl)no1,O=C(NCc1ncon1)Nc1ccccc1,2.2248,103.84,0.902073794
O=C(NCc1noc(-c2cccnc2)n1)Nc1cccc(F)c1,O=C(NCc1noc(-c2cccnc2)n1)Nc1ccccc1,2.5924,92.94,0.771991865
Cc1ccc(NC(=O)CSc2nnc(C(C)C)o2)cc1N,O=C(CSc1nnco1)Nc1ccccc1,2.81442,94.04,0.65136745
Cc1csc(NC(=O)CCSc2ncc(N)cc2C#N)n1,O=C(CCSc1ccccn1)Nc1nccs1,2.4213,104.69,0.820040922
Cc1cc(C(=O)OCC(=O)Nc2ccc(C#N)cc2)c(C)o1,O=C(COC(=O)c1ccoc1)Nc1ccccc1,2.56362,92.33,0.875619598
COc1ccc(Cl)cc1Nc1nc(N)ncc1C#N,c1ccc(Nc2ccncn2)cc1,2.33608,96.85,0.892202986
CC(=O)Nc1ccc(NC(=O)Nc2cnoc2C)cc1,O=C(Nc1ccccc1)Nc1cnoc1,2.58542,96.26,0.801012951
CCc1noc(C)c1NC(=O)c1cc(-c2ccco2)n[nH]1,O=C(Nc1cnoc1)c1cc(-c2ccco2)n[nH]1,2.78082,96.95,0.7682302
CCOc1ccc(NC(=O)Nc2ccccc2C(N)=O)cc1,O=C(Nc1ccccc1)Nc1ccccc1,2.8282,93.45,0.792091246
NC(=O)c1cccc(NC(=O)COC(=O)c2ccccc2Cl)c1,O=C(COC(=O)c1ccccc1)Nc1ccccc1,2.2344,98.49,0.82010904
Nc1ncccc1OCc1nnc(-c2ccc(Cl)cc2)o1,c1ccc(-c2nnc(COc3cccnc3)o2)cc1,2.9462,87.06,0.796976727
Cc1noc(C)c1COc1ccc(C(N)=O)cc1CCC#N,c1ccc(OCc2cnoc2)cc1,2.42552,102.14,0.8820398
Cc1nc(N)nc(SCC(=O)Nc2ccccc2Cl)n1,O=C(CSc1ncncn1)Nc1ccccc1,2.14642,93.79,0.840439015
CCOC(=O)c1csc(NC(=O)Nc2cnccc2OC)n1,O=C(Nc1cccnc1)Nc1nccs1,2.3674,102.44,0.819301474
Cc1c(C(N)=O)cc(-c2ccccc2F)nc1Oc1ncccn1,c1ccc(-c2cccc(Oc3ncccn3)n2)cc1,2.87732,90.99,0.796556874
Cc1cc(NC(=O)c2ccc(-c3noc(C)n3)o2)ccn1,O=C(Nc1ccncc1)c1ccc(-c2ncon2)o1,2.59374,94.05,0.794006897
COc1ccc2[nH]c(=O)c(CCC(=O)NC(C#N)C(C)C)cc2c1,O=c1ccc2ccccc2[nH]1,2.13368,94.98,0.849461775
CC(=O)c1cccc(NC(=O)CSc2nc(N)ns2)c1C,O=C(CSc1ncns1)Nc1ccccc1,2.36212,97.97,0.647564924
COc1ccc(S(=O)(=O)Nc2ccccc2OC)cc1NCCC#N,O=S(=O)(Nc1ccccc1)c1ccccc1,2.83018,100.45,0.701370413
Cc1ccc(C(=O)Nc2ccc(NC(=O)NC3CC3)cc2)nn1,O=C(Nc1ccc(NC(=O)c2cccnn2)cc1)NC1CC1,2.32122,96.01,0.807087332
CCCn1c(N)nnc1Sc1ccc(N)cc1N,c1ccc(Sc2nnc[nH]2)cc1,1.5859,108.77,0.723408387
CCCC(=O)Nc1cccc(NC(=O)c2cccnc2N)c1,O=C(Nc1ccccc1)c1cccnc1,2.6547,97.11,0.790121882
COc1ccc(NC(=O)CSc2nc(C)cc(N)n2)c(Cl)c1,O=C(CSc1ncccn1)Nc1ccccc1,2.76002,90.13,0.643231765
CCCCC(=O)Nc1nnc(-c2ccc(C(N)=O)cc2)s1,c1ccc(-c2nncs2)cc1,2.4327,97.97,0.855930541
N#Cc1ccccc1Oc1ccccc1NC(N)=O,c1ccc(Oc2ccccc2)cc1,2.84118,88.14,0.880978525
CC(C)n1nccc1NC(=O)c1ccc(Sc2ncn[nH]2)cc1,O=C(Nc1ccn[nH]1)c1ccc(Sc2ncn[nH]2)cc1,2.9856,88.49,0.751448717
COc1cc(C#N)ccc1OCc1noc(-c2ccco2)n1,c1ccc(OCc2noc(-c3ccco3)n2)cc1,2.78888,94.31,0.714136681
CCOC(=O)CNC(=O)Nc1nnc(-c2ccsc2)s1,c1cc(-c2nncs2)cs1,1.9512,93.21,0.823131472
N#Cc1ccc(C(=O)Nc2ncc3c(n2)CN(Cc2ccoc2)C3)cc1,O=C(Nc1ncc2c(n1)CN(Cc1ccoc1)C2)c1ccccc1,2.70938,95.05,0.781032822
Cc1ccc(-c2nnc(NC(=O)NCCC#N)s2)s1,c1csc(-c2nncs2)c1,2.6102,90.7,0.847673645
COc1cc(Cl)c(NC(=O)NCC(C)c2nc(C)no2)cn1,O=C(NCCc1ncno1)Nc1cccnc1,2.36022,102.17,0.874493694
CCOC(=O)c1c(NC(=O)c2ccc(C(N)=O)cc2)sc2c1CC2,O=C(Nc1cc2c(s1)CC2)c1ccccc1,2.3746,98.49,0.813595001
Cc1cc(NC(=O)Nc2nnc(C(C)C)s2)[nH]n1,O=C(Nc1ccn[nH]1)Nc1nncs1,2.33702,95.59,0.794091863
CCOc1ccccc1NC(=O)c1nc(NS(C)(=O)=O)ccc1Cl,O=C(Nc1ccccc1)c1ccccn1,2.7575,97.39,0.815473682
N#Cc1cccc(NC(=O)c2cccc(-n3nnnc3C3CC3)c2)c1,O=C(Nc1ccccc1)c1cccc(-n2nnnc2C2CC2)c1,2.66368,96.49,0.793027117
COC(=O)c1ccccc1NC(=O)CCc1nc(C(C)C)no1,O=C(CCc1ncno1)Nc1ccccc1,2.5509,94.32,0.822790642
CC(Sc1ncn[nH]1)C(=O)Nc1cc(Cl)cc(C#N)c1,O=C(CSc1ncn[nH]1)Nc1ccccc1,2.44908,94.46,0.84602693
Nc1nc(CSc2ccccn2)nc(NC2CCCC2)n1,c1ccc(SCc2ncnc(NC3CCCC3)n2)nc1,2.4956,89.61,0.820004318
CCCC(C)NS(=O)(=O)c1ccc(NC(=O)c2ccon2)cc1,O=C(Nc1ccccc1)c1ccon1,2.3938,101.3,0.807605739
N#Cc1cccc(NC(=O)CCc2nnc(-c3ccccc3)o2)n1,O=C(CCc1nnc(-c2ccccc2)o1)Nc1ccccn1,2.57458,104.7,0.774627021
COC(=O)Oc1cccc(NC(=O)c2ccc(OC)cc2O)c1,O=C(Nc1ccccc1)c1ccccc1,2.7983,94.09,0.664984962
Cc1c(C(C)C)noc1NC(=O)Nc1ccon1,O=C(Nc1ccon1)Nc1ccno1,2.73842,93.19,0.873063622
CC(=O)Nc1nnc(Sc2ccc(C#N)cc2Cl)o1,c1ccc(Sc2nnco2)cc1,2.70428,91.81,0.935424684
CCOC(=O)c1csc(NC(=O)c2ccc(NC(C)=O)s2)n1,O=C(Nc1nccs1)c1cccs1,2.592,97.39,0.816117361
CCOC(=O)c1sc(NC(=O)c2cc(C(C)=O)c[nH]2)nc1CC,O=C(Nc1nccs1)c1ccc[nH]1,2.6652,101.15,0.624096507
COc1ccc(C)cc1NS(=O)(=O)c1cccc(NC(N)=O)c1,O=S(=O)(Nc1ccccc1)c1ccccc1,2.29502,110.52,0.778217327
N#Cc1ccc(C2NC(=O)c3ccc(O)cc3N2)c2c1OCCC2,O=C1NC(c2cccc3c2CCCO3)Nc2ccccc21,2.44298,94.38,0.749784726
N#Cc1ccc(NC(=O)c2ccncc2Br)c(N)c1,O=C(Nc1ccccc1)c1ccncc1,2.55028,91.8,0.832698967
CCOc1ccccc1NC(=O)c1c(C)noc1N,O=C(Nc1ccccc1)c1cnoc1,2.21622,90.38,0.880154697
COc1ccc(NC(=O)c2cnc(-c3ccco3)nc2)cn1,O=C(Nc1cccnc1)c1cnc(-c2ccco2)nc1,2.3925,90.14,0.794660802
Cc1noc(C)c1NC(=O)Cn1ccnc1-c1ccccc1C#N,O=C(Cn1ccnc1-c1ccccc1)Nc1cnoc1,2.66532,96.74,0.796519521
N#CCOC(=O)c1cc(Cl)ccc1OCC(=O)Nc1nccs1,O=C(COc1ccccc1)Nc1nccs1,2.49438,101.31,0.802149213
Cc1n[nH]c(-c2ccc(C(=O)Nc3ccccc3C#N)cc2)n1,O=C(Nc1ccccc1)c1ccc(-c2ncn[nH]2)cc1,2.9041,94.46,0.77743876
COc1ccc(CNc2ncc(N)cc2N)cc1Cl,c1ccc(CNc2ccccn2)cc1,2.5201,86.19,0.799944565
Cc1ccc(C(=O)Nc2ccc(NC(N)=O)cc2)o1,O=C(Nc1ccccc1)c1ccco1,2.33092,97.36,0.788544439
Cc1noc(NC(=O)NCC(O)c2ccccc2C(C)C)n1,O=C(NCCc1ccccc1)Nc1ncno1,2.35652,100.28,0.786988848
Cc1cc(C(=O)Nc2ccc(Cl)cc2C(=O)NCC(N)=O)sc1C,O=C(Nc1ccccc1)c1cccs1,2.48574,101.29,0.758127783
CCOC(=O)Nc1sc(C(=O)OC)c(OCC)c1C(=O)OCC,c1ccsc1,2.6785,100.16,0.598725953
CCCc1nnc(NC(=O)Nc2c(C)n[nH]c2C)s1,O=C(Nc1cn[nH]c1)Nc1nncs1,2.47454,95.59,0.801287083
Cc1cc(NC(=O)CCSc2nnc(SCC#N)s2)no1,O=C(CCSc1nncs1)Nc1ccon1,2.5711,104.7,0.766132979
COc1ccc(NC(=O)CCNC(=O)Nc2csnc2C)cc1,O=C(CCNC(=O)Nc1cnsc1)Nc1ccccc1,2.61042,92.35,0.756958611
CC(=O)Nc1ccc(C#CCNC(=O)Nc2ccc(C#N)cc2)cc1,O=C(NCC#Cc1ccccc1)Nc1ccccc1,2.68988,94.02,0.754341764
CC(=O)c1ccc(NC(=O)Nc2nnc(C)o2)cc1,O=C(Nc1ccccc1)Nc1nnco1,2.22462,97.12,0.824510839
CC(C)NC(=O)c1onc(-c2ccccc2Br)c1N,c1ccc(-c2ccon2)cc1,2.8245,81.15,0.909548084
Cc1ccc(C(=O)Nc2ccc(-c3nnnn3C(C)C)cc2)o1,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccco1,3.07472,85.84,0.79991789
CCCCCNC(=O)c1snc(-c2ccccn2)c1N,c1ccc(-c2ccsn2)nc1,2.7073,80.9,0.801480782
CCOC(=O)C(C)NC(=O)c1ccc(NC(=O)c2ccoc2)s1,O=C(Nc1cccs1)c1ccoc1,2.2748,97.64,0.788753491
CCCc1nc(CNC(=O)Nc2cc(C)on2)oc1CC,O=C(NCc1ncco1)Nc1ccon1,2.80762,93.19,0.853527538
Cc1ccc(NC(=O)NC(C)c2nc(C3CC3)no2)c(O)c1,O=C(NCc1nc(C2CC2)no1)Nc1ccccc1,2.84372,100.28,0.753954036
Cc1nc(-c2ccc(NC(=O)c3c(C)noc3C)cc2)no1,O=C(Nc1ccc(-c2ncon2)cc1)c1cnoc1,2.90216,94.05,0.798596481
CC(C)CC(NC(=O)c1cnc(C2CC2)[nH]c1=O)c1ccccc1O,O=C(NCc1ccccc1)c1cnc(C2CC2)[nH]c1=O,2.8701,95.08,0.752715545
CCOC(=O)c1nc(NC(=O)c2ccc(NC(C)=O)cc2)sc1C,O=C(Nc1nccs1)c1ccccc1,2.83892,97.39,0.810683436
Cc1nnsc1NC(=O)c1nc2ccccc2nc1N1CCCC1=O,O=C(Nc1cnns1)c1nc2ccccc2nc1N1CCCC1=O,2.16882,100.97,0.773422114
Cc1cc(NC(=O)CSc2nnc(N)n2C)ccc1Cl,O=C(CSc1nnc[nH]1)Nc1ccccc1,2.08992,85.83,0.844422192
Cc1cc(NC(=O)CSc2nnc(N)n2C(C)C)oc1C,O=C(CSc1nnc[nH]1)Nc1ccco1,2.38184,98.97,0.822698294
COc1cc(C(=O)Nc2ccc3c(c2)nc(C(C)C)n3C)cc(N)n1,O=C(Nc1ccc2[nH]cnc2c1)c1ccncc1,2.9348,95.06,0.761834719
CC(=O)Nc1ccc(NC(=O)CSc2nnc(C)o2)cc1Cl,O=C(CSc1nnco1)Nc1ccccc1,2.72062,97.12,0.81212883
Cc1cc(C)nc(Nc2ccc(NC(N)=O)cc2)n1,c1ccc(Nc2ncccn2)cc1,2.32764,92.93,0.786281241
Cc1noc(Cc2ccccc2NC(=O)c2ccc(C(N)=O)cc2)n1,O=C(Nc1ccccc1Cc1ncno1)c1ccccc1,2.32002,111.11,0.742513249
Cc1cncnc1NC(=O)NCc1ccc(C(=O)NC(C)(C)C)cc1,O=C(NCc1ccccc1)Nc1ccncn1,2.63502,96.01,0.79635415
CCc1ccc(S(=O)(=O)Nc2ccc3oc(=O)[nH]c3c2)s1,O=c1[nH]c2cc(NS(=O)(=O)c3cccs3)ccc2o1,2.5458,92.17,0.771163464
NC(=O)C1CCCC1NC(=O)Nc1ccc(-c2ccco2)s1,O=C(Nc1ccc(-c2ccco2)s1)NC1CCCC1,2.7836,97.36,0.807946683
COC(=O)c1cc(NC(=O)NC2CCCc3occc32)ccn1,O=C(Nc1ccncc1)NC1CCCc2occc21,2.6603,93.46,0.849326518
CCNc1nonc1Sc1snc(C(=O)OCC)c1Cl,c1cc(Sc2cnon2)sn1,2.9392,90.14,0.806238613
N#Cc1ccc(Nc2nc(-c3ccco3)ns2)nn1,c1cnnc(Nc2nc(-c3ccco3)ns2)c1,2.20338,100.52,0.777997955
COc1ccc(NC(=O)CSc2nnc(C)c(C)c2C#N)c(OC)c1,O=C(CSc1cccnn1)Nc1ccccc1,2.71312,97.13,0.792929658
N#CCCCNC(=O)Nc1ccccc1C#N,c1ccccc1,1.98356,88.71,0.772023155
Cc1noc(C)c1NC(=O)Nc1ncc(Br)cn1,O=C(Nc1cnoc1)Nc1ncccn1,2.48794,92.94,0.888408003
CNc1ncc(S(=O)(=O)Nc2ccccc2OCCC#N)cc1C,O=S(=O)(Nc1ccccc1)c1cccnc1,2.525,104.11,0.74663872
CC(=O)c1ccc(NC(=O)Nc2nnc(C)s2)nc1C,O=C(Nc1ccccn1)Nc1nncs1,2.39654,96.87,0.846248416
CCOc1ccc2cc(NC(=O)c3ccc(C#N)cn3)[nH]c2c1,O=C(Nc1cc2ccccc2[nH]1)c1ccccn1,3.08558,90.8,0.774597534
COc1ccc2nc(NC(=O)c3ccc(C#N)cn3)nc(C)c2c1,O=C(Nc1ncc2ccccc2n1)c1ccccn1,2.4658,100.79,0.795542424
COc1ccc(-c2nnc(SCC(N)=O)o2)cc1OCC(C)C,c1ccc(-c2nnco2)cc1,2.3574,100.47,0.737859008
CC(NC(=O)Nc1ccccc1C(N)=O)c1ccc2c(c1)OCO2,O=C(NCc1ccc2c(c1)OCO2)Nc1ccccc1,2.3969,102.68,0.801999425
CCOC(=O)Nc1ccc(C#N)cc1NCCC#N,c1ccccc1,2.45226,97.94,0.790287038
CCS(=O)(=O)c1ccccc1C(=O)Nc1ccccc1NC(C)=O,O=C(Nc1ccccc1)c1ccccc1,2.6909,92.34,0.870444832
CC(C)(C)c1nnc(NC(=O)c2ccc3nccnc3c2)o1,O=C(Nc1nnco1)c1ccc2nccnc2c1,2.5626,93.8,0.780902693
CCOC(=O)c1ccc(OCC(=O)Nc2ccccc2C#N)cn1,O=C(COc1cccnc1)Nc1ccccc1,2.14748,101.31,0.816586277
NC(=O)c1ccc(NC(=O)CCNC(=O)c2ccccc2Cl)cc1,O=C(CCNC(=O)c1ccccc1)Nc1ccccc1,2.1975,101.29,0.747536993
CC(=O)Nc1cccc(C(=O)Nc2ccc(F)cc2C(N)=O)c1C,O=C(Nc1ccccc1)c1ccccc1,2.44372,101.29,0.802692071
COC(=O)Nc1ccc(NC(=O)c2cnc(C(C)=O)s2)cc1,O=C(Nc1ccccc1)c1cncs1,2.7763,97.39,0.844520492
O=C(Nc1ccccc1Oc1ccco1)c1ccc(=O)[nH]n1,O=C(Nc1ccccc1Oc1ccco1)c1ccc(=O)[nH]n1,2.4075,97.22,0.770345142
CCc1ncc(C(=O)Nc2ccc(S(=O)(=O)CC)c(Cl)c2)cn1,O=C(Nc1ccccc1)c1cncnc1,2.7383,89.02,0.892236911
COc1cccc(NC(=O)Nc2ccc(C(N)=O)cc2)c1,O=C(Nc1ccccc1)Nc1ccccc1,2.4381,93.45,0.804976172
CCCc1noc(NC(=O)c2ccc(N)cc2Cl)n1,O=C(Nc1ncno1)c1ccccc1,2.51,94.04,0.839300004
Cc1nnc(NC(=O)Nc2cccc(C)c2N)s1,O=C(Nc1ccccc1)Nc1nncs1,2.38114,92.93,0.725103777
CCN(CC)C(=O)COc1ccc(F)cc1NC(=O)Nc1ccon1,O=C(Nc1ccccc1)Nc1ccon1,2.7049,96.7,0.800187523
COC(=O)c1ccc(NC(=O)COc2ccc(C)c(C)c2)c(C#N)c1,O=C(COc1ccccc1)Nc1ccccc1,2.97922,88.42,0.846781934
Cc1noc(C2CCN(C(=O)CCC(=O)Nc3ccccc3Cl)C2)n1,O=C(CCC(=O)N1CCC(c2ncno2)C1)Nc1ccccc1,2.76622,88.33,0.883019507
Cc1nc(C(=O)Nc2nnc(-c3ccccc3)o2)c(C)o1,O=C(Nc1nnc(-c2ccccc2)o1)c1cocn1,2.59374,94.05,0.794006897
Cc1cnc(N)nc1SCC(=O)Nc1occc1Br,O=C(CSc1ccncn1)Nc1ccco1,2.45352,94.04,0.654188745
NS(=O)(=O)c1ccc(NC(=O)c2ccccc2OCC2CC2)cc1,O=C(Nc1ccccc1)c1ccccc1OCC1CC1,2.3751,98.49,0.838697587
CCCCC(=O)Nc1ccc(NC(=O)c2ccc(=O)[nH]n2)cc1C,O=C(Nc1ccccc1)c1ccc(=O)[nH]n1,2.45932,103.95,0.757356635
COc1ccc(NC(=O)Nc2ccccc2C(N)=O)cc1,O=C(Nc1ccccc1)Nc1ccccc1,2.4381,93.45,0.804976172
Cc1noc(C)c1S(=O)(=O)Nc1cccc2[nH]ncc12,O=S(=O)(Nc1cccc2[nH]ncc12)c1cnoc1,1.96854,100.88,0.768199435
N#CCSc1nnc(NC(=O)Nc2cccnc2)s1,O=C(Nc1cccnc1)Nc1nncs1,2.19278,103.59,0.660994474
COC(=O)c1ccc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,O=S(=O)(Nc1ccccc1)c1ccccc1,2.2324,101.57,0.806976054
Cc1noc(C)c1CNC(=O)Nc1ccccc1SCC(N)=O,O=C(NCc1cnoc1)Nc1ccccc1,2.19054,110.25,0.701413988
Cc1csc(C(=O)NCc2nc(-c3ccc(C#N)cn3)no2)c1C,O=C(NCc1nc(-c2ccccn2)no1)c1cccs1,2.61162,104.7,0.783159232
CCc1onc(C)c1NC(=O)c1ccnc(-n2nc(C)cc2C)n1,O=C(Nc1cnoc1)c1ccnc(-n2cccn2)n1,2.39026,98.73,0.79011703
Nc1cccc(NC(=O)Nc2ccon2)c1Br,O=C(Nc1ccccc1)Nc1ccon1,2.6633,93.18,0.742810111
COc1ccccc1NC(=O)CSc1nnc(N)n1C1CCCC1,O=C(CSc1nncn1C1CCCC1)Nc1ccccc1,2.7148,95.06,0.780267224
Cc1nn(-c2ccccc2)nc1C(=O)Nc1nnc(C(C)C)o1,O=C(Nc1nnco1)c1cnn(-c2ccccc2)n1,2.33442,98.73,0.793529106
COc1ccc(NC(=O)c2cccc(NC(C)=O)c2)cc1OCC#N,O=C(Nc1ccccc1)c1ccccc1,2.80828,100.45,0.842655714
N#Cc1ccc(NC(=O)CSc2ccccc2C(N)=O)c(F)c1,O=C(CSc1ccccc1)Nc1ccccc1,2.52708,95.98,0.823913929
CC(=O)Nc1ccc(C(=O)Nc2ccc(NS(C)(=O)=O)c(C)c2)cc1,O=C(Nc1ccccc1)c1ccccc1,2.57722,104.37,0.761101275
Cc1ccc(-c2noc(CCC(=O)Nc3nnc(C)s3)n2)cc1,O=C(CCc1nc(-c2ccccc2)no1)Nc1nncs1,2.77624,93.8,0.773314227
N#Cc1ccccc1NC(=O)Nc1ccccc1OCCO,O=C(Nc1ccccc1)Nc1ccccc1,2.57338,94.38,0.790192613
COC(=O)c1ccc(O)c(S(=O)(=O)Nc2ccccc2OC)c1,O=S(=O)(Nc1ccccc1)c1ccccc1,1.9882,101.93,0.809103425
CCOc1cc(C#N)ccc1Oc1ncccc1C#N,c1ccc(Oc2ccccn2)cc1,3.01596,78.93,0.848482082
CCc1nnc(NC(=O)CSc2ccc(C#N)cc2Cl)[nH]1,O=C(CSc1ccccc1)Nc1nnc[nH]1,2.62298,94.46,0.825412549
Cc1noc(C)c1CC(=O)N1CCC(c2nnc(-c3ccc[nH]3)o2)CC1,O=C(Cc1cnoc1)N1CCC(c2nnc(-c3ccc[nH]3)o2)CC1,2.61824,101.05,0.771855937
CCC(C)Oc1ccc(CNC(=O)c2cc(C(C)C)[nH]c(=O)n2)cn1,O=C(NCc1cccnc1)c1cc[nH]c(=O)n1,2.3956,96.97,0.803697246
CCOC(=O)c1cc(Nc2ncccc2C#N)[nH]c1C,c1ccc(Nc2ccc[nH]2)nc1,2.5101,90.8,0.832841114
COC(=O)c1cc(Cl)ccc1Nc1occc1C(N)=O,c1ccc(Nc2ccco2)cc1,2.5621,94.56,0.845084125
NC(=O)c1ccc(NC(=O)Nc2cnccc2Cl)s1,O=C(Nc1cccnc1)Nc1cccs1,2.5394,97.11,0.811575264
N#Cc1cccc(NC(=O)CCNC(=O)c2ccc(Cl)cc2)c1O,O=C(CCNC(=O)c1ccccc1)Nc1ccccc1,2.67588,102.22,0.726088449
CC(=O)NCc1ccc(C(=O)Nc2ccccc2SCC#N)o1,O=C(Nc1ccccc1)c1ccco1,2.78368,95.13,0.794625658
CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(C(C)=O)cc2)cc1,O=S(=O)(Nc1ccccc1)c1ccccc1,2.6484,92.34,0.82335988
CCC(C)n1nccc1NC(=O)c1ccc(NS(C)(=O)=O)cc1,O=C(Nc1ccn[nH]1)c1ccccc1,2.4779,93.09,0.847277808
Cc1c(NC(=O)c2ccc(C#N)cn2)c2ccccc2oc1=O,O=C(Nc1cc(=O)oc2ccccc12)c1ccccn1,2.6204,95.99,0.734084548
Cc1ccc(-c2noc(CCC(=O)Nc3snnc3C)n2)cc1,O=C(CCc1nc(-c2ccccc2)no1)Nc1cnns1,2.77624,93.8,0.773314227
CCc1onc(C)c1NC(=O)CSc1nc(C)c(C)c(N)n1,O=C(CSc1ncccn1)Nc1cnoc1,2.26526,106.93,0.642188127
CC(=O)Nc1ccc(NC(=O)Nc2cc(C)on2)cc1,O=C(Nc1ccccc1)Nc1ccon1,2.58542,96.26,0.801012951
CC(C)NC(=O)C(C)NC(=O)Nc1nc(-c2ccco2)cs1,c1coc(-c2cscn2)c1,2.4377,96.26,0.787468995
Cc1noc(C)c1CNc1ncnc2onc(C(C)C)c12,c1nc(NCc2cnoc2)c2cnoc2n1,2.95814,89.87,0.788411044
CC(C)c1ocnc1C(=O)Nc1ccc(-c2nc[nH]n2)cc1,O=C(Nc1ccc(-c2nc[nH]n2)cc1)c1cocn1,2.8354,96.7,0.771451265
N#CCCNc1ncnc(Oc2ccccc2)c1N,c1ccc(Oc2ccncn2)cc1,2.17668,96.85,0.794603447
CCc1onc(C)c1NC(=O)NCC(=O)Nc1cccc(C)c1,O=C(CNC(=O)Nc1cnoc1)Nc1ccccc1,2.61404,96.26,0.78970785
