SMILES,Hf
OC(C#N)C1(CO1)C#N,20.577845
C1CC2CCOC3C1C23,-9.7426175
OC1C2CC1C(=O)OC2,-97.24825
CC12CC3C(CCC1)C23,29.391485
COCC1(C)OCC1C,-77.8582525
CN1C2CC2C(=O)C1=N,9.2419
C#CC1CC1C#C,134.977965
C#CC1CC1N1CC1,115.064425
CCC12CCC1(O2)C#C,52.342455
COC1(CC2CC12)C=O,-23.65624
C1OC11CCCCCC1,-33.4027275
CC1(CC1CCO)C#N,-6.41001
CC(C)C1=CN(C)N=C1,14.193345
CN1C2C(O)C1C2C=O,9.0860375
N=C1N=NOC(=N1)C#N,40.9378625
CCN1CC1C1CC1O,4.6086675
CCC12CN1C1CC21C,78.804555
C1OC2C3C4C3C(=C1)C24,98.5053425
CCOCCOCC#C,-31.90495
C1C2OC22CN=COC12,0.62254
CC1C2NC2C2OCC12,16.5771975
CC1=CC2CC1N2C=O,31.400225
OCC12CC(C1)C1OC21,-11.54047
OC1COC11CC2OC12,-38.2902325
N=C1CCCOC(=O)O1,-107.6390675
CC12C3C4CC=C1C4N23,157.42322
CC(C)C1(C)CC1(C)O,-54.784385
CC1(COCC#C)CO1,-0.37348
ON=C1COC(C1)C#N,3.30443
OC1C2[NH2+]C1C2C([O-])=O,-23.06148
O=C1CCOC1C1CO1,-78.8844625
CC1=CCOCC2CC12,-4.550055
COCC(O)C(N)=O,-138.49099
CCC12CCC1C(=O)N2,-17.4634225
O=C(C1CC1)N1CCC1,-9.5970825
CC(C#N)C#CC=O,54.56417
CC(O)C1C(O)C1C#N,-38.02478
COC(=O)C(CO)CO,-176.6431975
CN1CC1C(O)C#N,22.454505
CC1=C(CC=O)OC=N1,-49.35909
CC1OC11C(C)CC1=O,-41.38688
CN1C2C1C1=CCOC21,74.750435
CCOC1C=CCC1O,-71.51024
CCC(=O)CCO,-97.6881325
[NH3+]C1(CN2CC12)C([O-])=O,-26.4970225
C#CCC1(CN1)C#C,147.2372
OC1CC2N3CC2(O)C13,-4.274065
CC1=C(N)ON=C1C=O,-24.490055
[NH3+]C1CC=CC1C([O-])=O,-71.4410375
CNC(=O)N(C)C1CC1,-32.8995625
C#CCOC1=NNC=C1,62.4905175
CCC#CCC1CN1C,66.2388675
OC1CC23CC2(CC3)C1,7.154075
CC1=NC=C(CO)N=C1,-10.38379
CCCN1CC1(C)CO,-35.7943975
CC1CC2OC(C1)C2O,-64.98424
CC(C=O)(C=O)C1CN1,-29.424265
O=C1C=CC(=O)C1C#C,20.772055
O=C1C2C3CC1OC23,-22.442245
[NH3+]C1(CO)CC1C([O-])=O,-113.96951
OCC1=C(OC=N1)C#C,9.9882
O=CNCCC(=O)C#N,-42.775405
CN(CC#N)C(N)=O,-24.08847
C1NC11CC2OCC12,41.132715
CC1=CC=C(C)C(F)=N1,-46.0319975
C#CC1N=CNC1C#N,123.5421175
C#CC12C3OC4C(C14)C23,120.096585
CC#CC1CC2NC12,104.6096475
OCC12CC1(O)CC=C2,-37.8546825
O=COCC1=NOC=C1,-61.146115
CC1(C)OC=NC11CC1,-14.8705925
CCC(=O)OCCOC,-147.0364275
CC1=CN=C(C)C=C1C,1.853825
N=C1CCC(O1)C=O,-57.192835
NC1=COC2=C1NC=C2,26.82781
CCC1C(O)C1C1CC1,-12.8119425
N#CC12CC3CN1C23,120.7560275
C1OC2OCC1C=C2,-42.38379
CC1OC2(CC2)C1C#N,27.050395
CCCC(C)C(C)O,-84.2624875
N=C1OC2C3CC(=C1)C23,89.6161325
NC1=C2CC=CC2=CN1,56.6523225
CC1(C)C(C#N)C2CN12,72.2046875
CCC1CC(C)C1C#C,47.1528725
O=CC1(CO1)C1CCO1,-56.5191075
CN1C(=N)CCC1=O,-41.9414275
CNC1C(C)OC1C#N,8.74407
C1CC2OC3C(C=C1)C23,35.0724
NC1=C(N)C=NN1,43.00592
O=CC#CCCC#N,51.1173125
CC(C)NC1=NC=NO1,-9.049365
CC1C2OC3CC3C12C,12.9063675
N#CC1=NCCN1,56.048775
CC1=NC(N)=CC(=O)N1,-36.997365
C1C2C3OCCC3N12,29.501375
NC1C2(O)COC12C#N,17.0724075
O=C1CC2(O1)C1CC2N1,9.5211175
CC12OC(=O)C1(O)C2O,-110.634145
COCC(C)OCCO,-138.2246675
CC1C2C3C4N1C2C34C,106.5716525
COC(=O)C#CCC#C,29.1251125
N=C1NC=CCOC1=N,15.9140625
CCCN=COCC=O,-66.01464
C1C2CN=C3OCOC123,-10.52939
N#CC1CC2OC2CO1,-13.07202
N=COC(=O)CCC#N,-46.6790825
N=C1NC23CCC2OC13,55.13474
CC12CC(N=CO1)C2=O,-24.05578
CC1CC2(C)NC2C1O,-27.8355925
CNC1C(OC1=O)C#C,1.2230575
ON=C1CNC1C#N,70.500475
C1NC23C1NC1C2OC31,104.3213275
ON=C1C2OC1C2C#N,87.4913075
O=C1C=C2C3C4C1C2N34,137.53602
CCC1(C)C2CC1(C)C2,29.117045
O=CC(=O)NCC1CN1,-41.548865
CN(C)C1(C)CNC1=O,-28.1995875
CC12C3C4C(N13)C24C#C,195.2240425
OC1CC2CC3(O)C2C13,-29.2918175
C#CC1OCCC11CC1,45.2648825
OC1(C=O)C2CCC1O2,-78.015375
C1NC11CCCN2CC12,61.68129
CCC12C3C4C1C2(C)N34,123.137025
C(CC1CO1)OC1CC1,-36.6268875
C1C2C=C3CN4C(C12)C34,150.6179825
CN1CC1C(C)=O,-14.2774525
CC(C)C1CCC=C1C,-15.94624
CC1C=C2COC2C1C,9.4626475
C1OC2C1C1CC2C=C1,24.1595475
N=C1OCC2OC12C#N,9.782335
CC(=NO)C1CNC1=O,-29.5222
CC1CN(C=O)C(=N)C1,-37.97707
COC1=NC(CO)=CO1,-89.0336925
CC1CNC(C)C(=O)N1,-53.94905
CCC1OCC(CO)O1,-133.375125
CC(CO)CCC#C,-7.3920375
CC12CC3OC1(C)C3O2,-24.8604125
CC(=O)C(=N)NC1CC1,-11.18031
CC1=CC2OC3(C)C2C13,32.3114
NC1=NC2=C(CCC2)O1,-7.55251
CC1CCC2(CO2)C=C1,-12.6617475
CC1CCC2CC(C2)O1,-33.767305
COC1OCC(=O)C1C,-120.4666
CN1C=NC(NC=N)=N1,44.4753275
OC1=CNC2=C1NC=C2,21.2863575
O=CC1CC(=O)NC1=O,-114.963025
CN1C(=N)NCC1=O,-35.7154175
CC1=CCC(C#N)C1=O,4.6601625
C#CC1C2C3C4C3N2C14,183.1798075
CCC1(CN1)C#CC#N,104.4213875
CC1(COCO1)C1CN1,-49.4316975
CC(C)C1OC(=N)C1O,-68.4612625
CC12OCC1CC1CC21,-2.3651
NC1=NN2N=NN=C2N1,116.58525
CC#CC1CC2CN12,104.28021
CC1(CCNC1=O)C=O,-82.495705
OC1CC1C1=CCCC1,-6.6728875
CC12CC1(C#C)C1OC21,93.3159175
CNC(=O)OC=N,-83.141295
OC12CN3CCC1C23,26.5765975
CC([NH3+])C(C)(O)C([O-])=O,-153.2487225
CC1CC2C(CO)N2C1,-13.70743
OC(C1CC1)C1CC1O,-44.9400075
CC#CCC1=CC=CN1,68.32826
CCC1(C)CC2NC12C,25.04327
CC1NC11CN2CC12,84.977415
O=C1C2CC2C2OC12,-8.401305
CC(O)(CC#C)C=O,-26.2225275
FC1=NC=CC=N1,-20.0870525
CC1CC(C)(C)CC1O,-73.8045375
NC1=COC(O)=NC1=O,-93.2409025
CCC12CC(C1)CO2,-22.9214075
CC1C2C(O)C2N1C=O,-29.599965
CC#CCNCC=O,18.88282
CC(C)(O)C1=NNC=C1,-20.7791775
COC1CCN=CO1,-68.9498975
CC1N=C2NC3C2C13N,150.9013
CCC1CC1C(C)(C)C,-19.49874
CCCC(C)CC(N)=O,-85.33615
C(N1CC1)C1=CCCC1,42.2545625
CC(C)C1=NON=C1C,7.5461725
CC#CC(C)(O)CC=O,-34.9242575
OCC12CC3CC1N23,36.172955
OC1(C=O)C2CN2C1=O,-41.635885
OC(C#C)C1=COC=N1,17.147975
CC1C2C3C=CC1C23O,33.038045
CC12CCC(CC1)C=C2,4.6309625
CC#CC(C=O)C#C,80.00934
CCC(C)(O)C1CC1O,-83.080935
CN1CCC(=O)CC1,-41.1748
OC1C2C3CC(=O)C1N23,-6.4311875
NC1=C(F)ON=NC1=N,-2.0532325
CC1=CC2OC1OC2=O,-76.4840525
CCCC1=CN=C(N)O1,-33.6567325
COC1C2CC1(N2)C=O,5.9774025
CCC(C)(O)CN1CC1,-35.308085
COC1OCC=C1C=O,-86.421365
CC1OC2(CC1C2)C#N,19.4921575
CCC(C)N1CC1C#C,67.898605
CC1(C)C2OC11CNC21,102.3257
CC#CC1(CC#C)CN1,132.9576225
CC1C(C=O)C1(C)CO,-67.4685125
CCCC1OC2CC2O1,-60.6425675
CCCC#CC1COC1,19.1399525
CC(C#N)C1(O)CC1C,-8.188345
COCC12OC3C1OC23,4.3609425
CC1(C)CC(=O)C1(C)O,-79.646405
CCC(C)C(C)(C)C,-51.1831325
CC(CC#N)OCC#N,9.71127
C1CC2OC1CN=CO2,-57.9886925
CCOCC1OCCO1,-123.6068325
CC12CC3(O)C1OC23C,2.9849
CNC(=N)C(=O)CO,-68.933
CC(C#N)C1OC2CC12,35.421245
CC1(CCO1)C=O,-57.13635
C1CC2=CCCOC2=N1,-6.0081875
CCC(O)C1NC1C#N,9.079155
N#CC1=CC2CC3C2C13,106.8858475
NC1=COC(=N)C(O)=C1,-38.1934
CNC1=CC=C(F)C=C1,-31.3798725
CCCOC1=CN=CO1,-58.13992
N=COC1OCC2OC12,-61.9282025
CC12OCCC1CC2=O,-58.2936125
CC1(C)OC2CC1(O)C2,-60.896705
CCC12CCC1COC2,-35.0919575
C1CC11COC2CC12,13.5434675
OCCC12CC1C(=O)N2,-34.8176275
CC1(C)COCC2OC12,-65.08213
N#CCC1NC1C1CO1,46.1458025
CN=C1N=COC=C1F,-34.3580975
O1C2C3C4C1C=CC2N34,67.58398
COC(=O)C12CN1CC2,-33.016075
CCOC(C)CN1CC1,-30.29185
CCCC(O)CCC,-86.010075
OC12CC(C1)C(C=O)=C2,-10.147825
NC(=O)N(CC=O)C=N,-65.3242575
CC1=NC(=O)NC=C1N,-19.254175
CC12OC1C1C2OC1=N,13.79
CCC1=C(N)NN=N1,41.8297975
CC1CC(O)CC1O,-100.4010025
NC(=N)C(=O)NCC#C,24.7022
CCC1OCCC2CC12,-35.0781525
COC=NCC(O)C#C,-8.892465
CC#CCC(C)C(C)=O,-12.3743525
OC1C2C3OC1OC23,-64.8238825
OCC1CC(=O)C11CN1,-23.3318675
CN1N=CN=C1OC=O,-41.253135
O=C1NC2CC2(O1)C#N,-15.7098525
OC12C3CC1CCC2C3,-3.02272
CNC1=CC(O)=NN1C,-9.4578675
COC1(CCCO)CC1,-73.389825
C1C2CC3=C(ON=N3)N12,58.960785
CC1CCC(=O)CC1=O,-85.1041775
CC1COC(C)C2OC12,-66.732455
CC1NC11COCC1C,-19.82681
O=CC1CC2C3CC2N13,49.54376
CC1=C(OC=N1)C1CN1,13.746095
CC1(O)COC1(C)C#N,-40.1614175
O=C1CN=C2NC3C2C13,95.515215
OCC12OC1CC2C=O,-58.2723425
CCC1=NOC(=O)C=C1,-29.338075
OC1C=CCOCC1=O,-77.78069
OC1=NN(CC#N)N=C1,45.32391
O=CC12CN1C(=O)CC2,-31.4609075
CC1=NC(=O)N=C(N)N1,-23.2821425
CC1C(CO)N1CC#C,44.0190275
CC1(C)CC(O)CC=C1,-47.778125
CC1(C)CN=CO1,-40.0614275
CC1CCC=CC=C1,17.90403
CC12CC1C1CC1CO2,5.1441925
CCC1=NC(=O)C=CO1,-56.5897725
CC#CC1(C)CN1C,65.11081
NC(=O)C1C2CC=CC12,-1.2153425
OCC1(CO)CC(=O)O1,-154.28766
COC(=O)CN1CCC1,-67.5727225
COC(CO)C1COC1,-99.3890975
FC1=CC=CC(F)=C1,-82.010775
CN1C=C(OC=N)N=N1,31.59587
CCC1C2CC1(O2)C#N,53.7586775
CC#CC1C2CC1(C)C2,90.3407825
CCC1CN2N=NC=C12,80.732995
CC1OC(=N)C11COC1,-29.2454275
O=CC1=CN=CN=C1,10.603985
CCN1C(C)C=CC1=O,-41.48977
CC1OC(=O)C11CC1O,-89.1578925
ON=C1CN2CC12C=O,39.57142
CC1=CC2C3OC2C13C,55.221425
CC1NC1C#CC=O,52.7768275
C1COC2=CON=C2N1,-7.331695
CC12CCC1C1(O)CC21,22.562965
CC1C2C(O)C2C1=O,-33.23735
CN1C(=N)OC(N)=C1C,-19.02034
CN1C2CC2(C)C1C#N,76.90027
CCC1N2CCC12C=O,13.5972
CN=C1OCC1(O)C=O,-75.044835
NC1=C(ON=N1)C1CC1,44.6818
CC1CC2C3COC1C23,-15.6222925
O=CC1CCCC=C1,-23.6660275
CC1CC(O)COCO1,-131.010705
CCOC1CC(C1)C#C,21.49245
CCC(O)(CO)COC,-147.1878775
CC1=NN(C=O)C=C1N,-0.8000275
CCC1CCCC1OC,-65.080405
C1C2CC3OC=NC2C13,12.4227425
CC1CN=C(N1)C(C)=O,-30.4489525
COCC1CC(C1)C#N,-2.0495125
CCC(=O)C1CC(C)C1,-47.01132
CC12CC(O)(C1)C(=O)O2,-101.0854125
COC(C)C1=CC=NN1,-11.53171
CN1C=NC=N1,32.5996925
COCC1CN=C(C)O1,-75.824975
C1OC2=C(O1)N=NO2,-39.42506
NC(=O)C1=NCC(=N)N1,-15.3944675
CCC1(CC2CC2)CO1,-15.070315
CCC#CCC#CC,84.4656875
OC1C2C(O)CC12C=O,-67.292655
COC=NC1(C)COC1,-45.66858
COC1C2OC2C11CN1,16.1002325
NC(=O)NC1CN2CC12,7.23928
CC1C=C(C)COC1=O,-78.794665
CC1C2CC1(CCO)O2,-25.696465
O=C(COCC#N)C#C,29.90756
OC1CCC2(CC2)C1O,-68.1750775
CC1(C)OC2COC12,-44.7496875
OCC1=NC(=O)N=CO1,-79.9843375
N=C1NN=NC(=O)N=C1,78.1007
CC1=CCC2=CON=C12,34.5705775
OC(CC=O)C1CC1,-59.5386075
CCC(CO)CC#N,-36.5231425
CC(C)C1OC2C(C)C12,-11.3649275
C#CCC(C#C)C1CO1,101.0630325
N#CC12C3C1N1C3CC21,152.3745325
CCCCCC1OC1C,-54.134295
O=C1CN=CN2CCC12,17.162205
OC1C2CC2CN2CC12,23.3654925
CC12NC1C(C#C)C2=O,82.0045575
OC1CCC2CC1C=C2,-22.5561675
CC12CC1(O)C(N2)C#N,43.891195
C1CC23C4CC2(C4)CN13,150.28142
CCC#CCC(F)(F)F,-139.983665
C1C2C3CCC4C1C4C23,49.100855
CN(CC(C)(C)C)C=O,-75.0181675
CCCC1OCOC1=N,-79.7845
CCC1C(O)C1CCO,-82.719495
O=CNC1=NCCOC1,-61.538505
C1CN2C3CCOC1C23,4.2581175
[NH3+]CC(C1CO1)C([O-])=O,-108.53285
CC(=O)C#CC1CO1,7.73423
CC1COC(=N)C=CN1,-14.3698925
CC(O)CN(C)C(N)=O,-109.41469
CCOCC1(C)CCO1,-81.8905675
CC1OC2(CC2)C1C=O,-30.138315
CC1(C=O)C2C3OC2C13,34.73474
C1CC=CCCC=CC1,19.5039675
CC1(CCC2OC12)C=O,-50.8790725
C1CNC2=C(C1)C=CN2,28.0713575
N=COC(=O)C1CCO1,-80.70112
CC1(CO)C=CC2CC12,-4.0662525
NC1=NCC2OCOC12,-52.3173925
O=C1CN2CC2C11CO1,1.1967025
CC#CCCC1OC1C,13.9831575
CCCC1CC1NC=O,-40.540585
CC1=CNC(=O)N=C1F,-79.00535
CC1=NOC(CC#N)=N1,31.4781675
N#CC12C3CN1CCC23,95.55042
O=CC12NC1COC2=O,-69.3167925
CC1=COC(C)=C1O,-64.096545
CC1OCC(=O)C1C#N,-40.26536
ON=C1CC=CC2NC12,54.3171075
CC1CC2N1C(C)C2=O,7.1872875
OC12CC3C(CC13)C=C2,33.6435825
C(C1CC1)C1CC2OC12,25.3158075
OCC1COCC(=O)N1,-120.085125
CC1CNC(=O)C2OC12,-61.677765
CC1C=CC2(C)CCC12,19.2780675
OC1C2CN3C2C13C#C,109.7011525
OC1=CN2C=CNC2=N1,16.7607825
OC12C3C1C1CCC3C21,41.1535025
CCC(C)(OC)C(N)=O,-111.9039375
CN1CC1C(C)(N)C#N,59.510095
O=CC1CCC=C1C#N,15.43873
CCCC1(C)CCC1,-19.11264
N#CCC1=CN=NN1,84.484555
COCC1N2CC1(C)C2,27.8876625
CC12CC(O1)C(=O)C2,-43.3733575
COC1CC(C1)=NO,-21.373475
OC1C2C1C1(O)CC21O,-17.27212
C1CC2OCCCCC12,-35.747695
O=CNC(C=O)C1CN1,-39.5377275
CC1OC1C1CCC=C1,-7.03872
COCC1OCC(C)=C1,-66.9640025
CC1OC(C)=NC1C,-50.432935
CC1COC=NCC1C,-36.39783
OC1C2CC1C1(CC1)O2,-16.212835
CCC(C)CNC=O,-72.77906
N#CCOCCC1CO1,-23.56718
NC(=O)OCCC1CO1,-115.5401425
CNC(C)(C#N)C(C)C,2.8730225
CC12CC=CC1(N2)C=O,15.998865
OC1CC2C1CNC2=O,-63.3412675
CCC1(COC1=O)C=O,-103.5113275
OC(C#C)C1CN1,48.697415
CC1(C)CCC1(O)CO,-88.331855
OCC1=CN=NN1C=O,-10.259655
CC1(CC1)C1CC1O,-8.25234
NC(=O)C1CC1OC=O,-100.1592675
CC1CC2=CC(C)CC12,30.0560075
O=CC1=CC(=O)CC1=O,-68.6934175
CC(C(C)=O)C(C)=O,-93.7612025
CC1OC2C1=CCC2=O,-10.303445
CCCC#CC(O)CC,-21.1150225
[O-]C(=O)C1CC[NH2+]1,-68.6139975
O=CCCC1CCCC1,-52.5678325
CCC1OC2CC1C2O,-54.35941
CC1(OCC11CO1)C=O,-59.024715
CN=C1OCCC=C1,-15.224315
C1OCC2=C1COC2,-37.1209475
CC1=C(N=CN)N=NN1,55.5607425
CN1C(=N)ON=NC1=O,1.613855
OCC1C2NC(=N)C12O,-6.6491975
CC1=NC(O)=C(N)O1,-59.5955775
OC1C2C3CC1CN23,3.3038775
CC1=CCCCC11CN1,29.39144
CCC(C)(CO)CC#N,-41.0557625
N=C1N=NON=C1C#C,160.914025
CC1=NC(=O)NN=N1,23.51825
CC(O)C12CC3C(C1)C23,22.128735
CCC(OC)C1(C)CN1,-34.198665
CNC1=CC=C(NC)O1,-9.1214825
CCCN1N=CC(O)=N1,-8.6772575
OC1(C=CNC1=N)C#N,41.739675
C1C=CCC2=NC=CN12,44.6105975
CC1=CC2CC1C(=O)N2,-9.16012
CCC1(C)N(C)CC1=O,-28.946895
CNC1=CC(=O)CNC1,-18.7711775
CC1(O)C(O)C1C(N)=O,-115.981275
CC#CC1CCCC1,31.8772
C1CN2C3COCC23C1,-0.653325
OC12CC(C1)C2C#C,71.696625
CC1(CC1)C1C(O)C1O,-41.973815
CC#CC1=COC(N)=C1,36.6476025
CC1C2C1(C)CC2(C)O,-22.454735
COC(CC=O)C1CO1,-85.09819
COC1=C2CCN2C=N1,26.73158
C#CC12CN3C1C=CC23,176.0852925
CC#CC1C2OC1C2=O,59.76029
O=CCOC1=CNN=N1,-6.3384075
COCCCC(=O)C#N,-47.69832
OCCN1C2CCC12,8.6995275
CC12OC1C1NC21CO,24.515635
CC1(CN1CC#C)C=O,55.09839
OCC1=CC(=NO1)C#C,33.841985
O=COC1COC1C#N,-53.49187
COC(C#N)C(F)(F)F,-177.02008
[NH3+]CCC1(CO1)C([O-])=O,-109.6905875
CC(C#C)C(C)C#N,66.8787
COC(CO)C(=O)C=O,-137.3068825
C1CC2C3CCC2C1C3,0.4618525
CC12OC1C(=O)C2C#C,39.02016
OCCC1OCC11CC1,-42.3321175
CC1C2N(C)CC12O,10.4213875
CC(CO)CCC#N,-36.3010075
CN=C1NC=NOC1=N,42.31357
CC1OC=NC2CC12O,-41.1089425
CC(C)C1NCC1=O,-26.4304325
CCN1N=CN=C1CC,10.24758
O1C=NC2=C1N=CC=N2,24.8363025
COCC(=O)OC1CC1,-103.2373325
CN1CC1(C)C(O)C#N,9.52719
CC(C)(COC=O)C#N,-67.77581
N=COC1C2OC2C1=O,-24.27045
OCC1(CN1)C#C,47.8973525
OC1C2CC(C2)C11CC1,6.7593775
NC(=O)C(O)CC1CO1,-108.782595
OC1=CC=C(F)C(=N)O1,-86.742445
COCC(C)(CO)C#C,-36.4712675
CC12CC1C1(CN1)C2O,27.5396225
CCCC1(CO1)C(C)C,-52.0315425
CC1(C)CC2CC1C2=O,-18.573425
CC12OC3CN4C1C2C34,58.6393725
C1CC2C=CC1OC=N2,6.82607
CCC1(CC2NC12)C=O,17.516565
CC1=C(O)C(N)=NN1,-8.1681675
C1CC2OCCN=C2N1,-16.4042475
CC1(C)CC1(O)CC=O,-67.098915
CCC1=CON=C1NC,-1.6981575
COC12CCC1CC2C,-14.1861675
OC1C2OCC2C1=O,-58.7195625
CN1CC2(C)OC(=N)C12,16.20128
CN1CCOCC1C#N,-4.1102675
CC1=C(C)C=CC(=N)O1,-13.3009925
N=CN(C=O)C(=O)C#C,7.701545
CC1(CCO)CC1C#N,-7.3029425
O=CN1CC2(CN2)C=C1,18.7416225
CC1OC(=O)C(N)C1C,-97.8746975
CC1OC11CC2CC1O2,-21.945675
COCC#C,16.6135375
CC1CC2C3C1C(=O)N23,18.73853
OCC#CC1C2CCN12,73.80542
CC1CC(=O)NC1C=O,-80.0616325
CC1CCC2(CC2)CC1,-11.1389625
COC1CC2(CN2)C1,6.2811425
C1OC11C2C3C2N2C3C12,98.13319
CC12CCC(OC1)O2,-79.074565
CN=CNC1=CNN=N1,65.53109
CC(C)C1(C)CC(=O)O1,-97.700835
OC1CN2C3CC12C=C3,95.7923925
CC1N2CC1(O)C2C=O,4.85857
CC1C(O)CC1CC#C,19.289925
CC1(CO)C2NC1C2=O,-1.80548
CCC1(OCC1C)C#N,-7.5112725
CCC(CCC#N)C#N,31.964995
O=C1CC=CC=CC=C1,17.81198
O=C1OC2C3CC12C=C3,62.366925
CCC1=CCNC1C#N,46.9635
CNC1=C(C=NO1)C#C,66.72426
NC1=C2NC=NC2=NO1,55.0093725
CC1=CC=C(O)OC1=N,-50.96298
CC1OC(C)C(=O)C1C,-92.776215
COCC1OC11CCC1,-42.0673125
CC(=O)N(C=O)C(N)=O,-129.181815
N=COC1CC1C=O,-29.2006875
CC(O)C1=NC(C)=NN1,-25.69192
CC#CC(C)C#CC=O,68.68466
CC1CCC2CC=CC12,3.5328375
OC1CN=C2OC3C1C23,39.009225
OCC1C=CC2(O)CC12,-33.466575
CC1=NC2=C(N1)OCC2,0.5215325
CC1=CCCC2(C)OC12,-18.9706325
COC1C2OC=NC12,-21.7510075
CC12CCC1N2C(N)=O,-3.7563575
NC(=O)C1CCC1C=O,-63.417195
CC#CCC1=NC=CN1,68.7342075
CN1CC(C)=CCC1=O,-40.99028
CCC(CCC=O)=NO,-49.61932
C#CCC1C2C3CC3C12,151.083005
CCCC(O)C(C)C,-85.4622675
N#CC1=CCC2CN2C1,80.4446125
CC1CCC(C)O1,-64.114935
O=C1C2CC1C(C2)C#N,29.3560525
COC1C2OCC12O,-55.5954625
COC(=O)C(CN)C#N,-60.3217825
O=C1NC=CC1C1CC1,-0.8601775
CC(=O)OC1CC1C#N,-40.8495625
NCC1C(C#N)N1C=N,84.8085625
CC1CC=CC=CC1,17.6862875
O=C1OC2CC(C#N)C12,-7.00199
NC1=C(O)N=NC=C1O,-34.2270175
CC(C=O)C(C=O)C=O,-94.63032
CCCOCC(N)C#N,-26.0949525
OC1COCC(=C1)C#N,-26.0506025
CC1=CNC=NC1=O,-16.602755
OC1COC1C#CC=O,-21.38516
CC(C=O)(C=O)C1CO1,-73.0524775
CC12CC3C(=O)C1C23O,-1.6094325
C1=NC=C2C=NC=CN12,64.8853
NC(=O)C(=N)NC=N,-27.6759325
O=C1NC=NN1CC#N,20.2584225
CCC#CC(=O)C(N)=N,21.3871625
CC(C)C1CCCC1O,-70.72916
C1C2OC2C11CN=CO1,-0.0934375
COC1CC(CO)C1C,-76.2367925
CCC(O)C(=O)C#CC,-43.963395
OC1CCC2CCOC12,-80.906425
CCC1CN(C=N)C1=O,-19.8492225
O=C1OC2CC3CC12C3,-6.468165
O=CCC1CC1CC#N,12.8858375
CC1OCCCC1C#N,-27.999775
CC1C2CC(O2)C1=O,-38.26237
CC1(C)NC(=O)CC1=O,-90.66199
O=C1CC2CC1(N2)C#C,72.3322725
OC12CC3OC1(C=O)C23,-15.008505
CC1OC(C)C1=NO,-28.2552675
CC(C)(C)C(C)(C)CO,-81.0115975
CC12OC1C(O)C1OC21,-58.5358925
OC12CC3(O)C4C1N4C23,41.7884225
COC1C2OC1C2C#C,58.3532125
NC1=NC=NN1C1CC1,56.1569125
CC1C=CCOC1C=O,-51.817185
C1CC23OC(CC=C2)C13,80.0359125
CCC1=CC(OC)OC1,-72.6328375
N=COC1C2COCC12,-27.684835
O=CCC1OCCC1=O,-100.2985275
CC1C(O)C1(C#C)C#C,93.655395
COCC12NC1CC2O,-28.145015
CC12CC1(O)CN2C=O,-33.3568075
OC1CC2(CN2)C11CN1,43.8608525
CC1CC2C(CN2C)O1,-21.9923125
OCC1OC2C3NC2C13,5.3273125
CC1CC(CO)OC=N1,-77.790305
C1C=C2CCOC3C1C23,29.0176525
CC1CNC2=C1OC=C2,6.79093
N#CC1NC2COC12,54.6153575
O=C1CN2C3C4C(C23)C14,74.9702825
CCCOC1=NNC=C1,-16.3239275
OCC1=CC(O)=CN1,-53.4385025
O=CNC(C#C)C#C,82.7659025
CCCN(C)C(=O)C#C,-1.805415
OC12CC3(C1)OC=NC23,32.07033
C1NC1C12CC=CC1O2,44.2081275
NC1=CC(=O)OC1=N,-57.72164
CC1(O)CCC1OC=N,-60.1744975
CC1C(=O)C2NC12CO,-20.6298525
FC(F)(F)C12CN(C1)C2,-96.07126
CC1=NC(=N)C(C)=CO1,-11.4499125
CC1C(O)C1(C=O)C#N,-26.03617
C#CC12OC1CC1OC21,48.421365
CCC12CC3C(C1)N23,64.20219
C#CC1(CC1C#N)C#C,172.95931
OCC1CC2CCC12O,-48.7526975
CC(C)(C)C(O)C1CO1,-82.5419125
O=C1NC2CC2O1,-53.5606775
O=C(C#N)C(=O)C1CN1,12.9505825
CCOC1=CN=CC=C1,-17.878605
OC12CN(C1)C2CC=O,4.9294775
N#CCC#CCC1CN1,112.1157925
CC1=CC(=N)ON=C1O,-15.6303825
CC(C1CCC1)C(C)=O,-43.674275
CN1CC1CNC=O,-15.1844225
CC(C)C1=CCC2NC12,35.6758525
CN1CC11COCC=C1,14.2567025
CN1CC(=NO)C1(C)C,13.2241975
COC12CC(O)(C1)C2=O,-51.5706425
CC(CO)C1C(C)N1C,-29.9837475
CC#CC12NC3C1NC23,172.4963525
COCC(C)(O)C#N,-61.6056375
O=C1C2C3C4C(CN24)N13,102.0644325
N=C1CC=CCC(=O)O1,-44.9320775
CN=C1OC(C)C1C#N,13.7304075
CC(CO)C(=O)CC#C,-29.6080775
COCCC(O)CO,-137.0830575
CC(=O)N1CC=CC1,-29.67313
CC1CC(O)C1=O,-65.47457
CCC12OC(C=C1)C=C2,28.59911
CC1CC1COC1CC1,-8.5060375
NC(=O)N1C=NN=C1,0.7845525
NC(=O)C1CC2CC2O1,-58.8195025
CN(C)C1CN(C)C1=O,-28.503925
O=C1OCCNC1C#C,-7.29651
C1C2NC1C1=C2ON=N1,74.911835
CC1COCOC(=N)C1,-73.35388
CC1(COC=N)CO1,-47.1718825
CC1=C(OC=N1)N1CC1,17.7514275
CCC(CO)OC=O,-140.531575
CCOC1C(C)OC1C,-84.9490025
CC1=NOC(NC=N)=N1,17.2669075
